labels,text,lang
ham,Qt tlt ??? ??; TIMEgt; ??? ???? ???. ???? ???? uuudu ???? ?????. ????? ??? ?? ?? ???.,hindi
ham,???? poddddddddddd &l;#gt; ??? ?? ???? ??? ??? ???? ???,hindi
ham,"?? ?? ???? ?? ?? ?? ???? ??? ?? ???? ??? ???? ????, ??????/undy",hindi
ham,Din i dire à u jus maintenant 420,french
ham,????? ?? ?????? ???? ???? ?? ?? ??? ???? ???? ??.,hindi
spam,?????? ?? 6230 ???? ?? ????? ?????? ????? ??????? ???? ??? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ??. ??. ??. ??.,hindi
spam,"Pour votre chance de gagner 250 £ d'argent par wk TXT: ACTION à 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",french
ham,"À la maison, à regarder la télé.",french
ham,In ein paar Monaten wird alles gut.,german
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",english
ham,Je croyais qu'on faisait un roi de la colline là-bas.,french
ham,Seid ihr bereit für einen großen Tag morgen?,german
ham,Wie kann man ein paar Bilder größer machen?,german
ham,Bonne nuit et je t'appelle demain.,french
ham,"Tut mir leid, aber wie normal, beginne ich mit der Zeit in Panik zu geraten.",german
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",english
ham,"Chère, j'ai atteint la pièce.",french
ham,Guten Morgen Prinzessin! Frohes neues Jahr!,german
spam,Vous avez déjà pensé à vivre une bonne vie avec un partenaire parfait? Juste txt retour NOM et AGE pour rejoindre la communauté mobile. (100p/SMS),french
ham,Wo sind die Garagenschlüssel? Sie sind nicht auf dem Bücherregal,german
spam,Gebornen Hausfrauen! Chat n Datum jetzt! 0871750.77.11! BT-nationale Rate 10p/min nur aus Festnetz!,german
spam,"Bonjour, c'est Mandy Sullivan appelant de HOTMIX FM... vous êtes choisi pour recevoir £5000.00 dans notre tirage au sort du Prix de Pâques.....Veuillez téléphoner au 09041940223 pour réclamer avant le 29/03/05 ou votre prix sera transféré à quelqu'un d'autre....",french
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",english
ham,"Putain de bébé... tu me manques déjà, tu sais? Tu ne peux pas me laisser t'envoyer de l'argent vers ton filet? J'ai besoin de toi... Je te veux... Je t'en veux...",french
ham,"Buzzzz! *grins* Habe ich buzz Ihren Arsch? Buzz Ihre Brust? Buzz Ihren Schwanz? Wo halten Sie Ihr Handy? Ist der Vibrator auf? Haben Sie das Gefühl, es zu schütteln?",german
ham,Okay. Also April. Kann nicht warten,german
ham,???? ???? ?? ?? ??? ???? ?? ??? ???!,hindi
ham,????? Tlt;#gt;,hindi
ham,Tu seras à la place de cet homme.,french
ham,Vrai lov n care wil nevr ne sont pas reconnus. bien que somone fait souvent des erreurs lors de l'évaluation. mais ils seront définitivement une fois quand ils commencent à manquer.,french
ham,&lt;#&gt; w jetton ave wenn Sie vergessen haben,german
ham,Désolé d'avoir raté votre appel.,french
ham,When did you get to the library,english
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,english
ham,?? ????? ???? ?? ???? Athyy ??? ??????? ?? ???????? bf,hindi
ham,"Verpacken Sie nicht, was Sie in jedem store.like Getreide kaufen können. Wenn Sie Lebensmittel verpacken müssen, verpacken Sie Gari oder etwas 9ja, das Sie vermissen werden.",german
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",english
ham,Je sais que Dat Feelin l'a eu avec Pete!,french
ham,"Bonne journée, princesse!",french
spam,Knock Knock Txt dont il ya 80082 pour entrer r tirage hebdomadaire 4 un chèque-cadeau £250 4 un magasin de choix d'année. T&Cs www.tkls.com âge16 à stoptxtstop £1.50/semaine,french
ham,10 ??. ??.,hindi
ham,"Haha, just what I was thinkin",english
ham,"?? ??? ?? ??? ??? ???? ???, ????? ?? ?? ????? ?? ???? ??? ?? ?? ????? ???????? ????? ??. ????? ?? ???? ???????? ?? ??? ??? ???? ???.",hindi
spam,"URGENT!: Votre Mobile No. a reçu un prix Bonus Caller de £2,000 le 02/09/03! C'est notre 2e tentative de vous contacter! Appelez 0871-872-9755 BOX95QU",french
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",english
ham,"Okay, Thanx... Gd nite 2 u auch...",german
spam,Schmutzige Geschichten und GIRLS warten auf Ihre,german
ham,How come?,english
ham,??? ???? ?? ??? ???? ?? ????? ???,hindi
ham,Das Leben ist sehr einfach.. Liebe ist auch einfach.. Lachen ist zu einfach.. Gewinnen ist zuoo einfach.. Aber 'SIMPLE' zu sein ist sehr schwierig...;-) :-),german
ham,Mes frais de scolarité sont à 330. Hm nous allons pour le 1120 à 1205 un?,french
ham,"??? ??????? ?? ??? ??? ?? ????? ??? ???? ??, ?? ??? ?????? ???? ????.",hindi
ham,Mon esclave! Je veux que tu prennes 2 ou 3 photos de toi-même aujourd'hui en lumière vive sur ton portable!,french
ham,Mes oncles à Atlanta vous souhaitent un bon semestre.,french
ham,Très bien.,french
ham,"Erm... krank holen Sie um 18:45 Uhr. Das wird genug Zeit geben, um dorthin zu gelangen, Park und das.",german
ham,"Jolly bon! Au fait, donnera u billets pour la veille sat 7.30. Parlez avant alors x",french
ham,???? ???? ?? ???? ?? ??? ????? ????... ?????? ??? ??? ???? ??? ???...,hindi
ham,?? ??? ???.,hindi
ham,Lmao aber es ist so lustig...,german
ham,"Ich, obwohl wir shd gehen n haben etwas Spaß so Bar in der Stadt oder so etwas – klingt ok?",german
ham,Tell rob to mack his gf in the theater,english
ham,"????, ??? ???? ? ??? ???... ???? ??? ???? ??...",hindi
ham,Pls sprechen mit dem Kunden Machan.,german
ham,Going to take your babe out ?,english
ham,"Not really dude, have no friends i'm afraid :(",english
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",english
ham,"??? Decws ??? ????? ??? ?? ??? ???? ?? ??? ????? ??? ?? ??? ???? ?? ??? ????? ??? ???? ??? ?? ??? ????? ?? ???? ?? (## wgt; ??- ws ??? dbw ??? ??????, ???? ??????? 2 mv. 2 mv.",hindi
ham,"Wenn u lachen wirklich laut.. Wenn u sprechen spontan.. Wenn u nicht kümmern, was andere fühlen.. U sind wahrscheinlich mit Ihren lieben &amp; besten Freunden.. GOODEVENING Liebe..:)",german
ham,Mais je serai libre le week-end prochain.,french
ham,?? ??????????? ???? ???? ???...... ?? ??? ?? ?? ??? ??? ?? ????? ?????? n ????? ???? ??? ???,hindi
ham,It only does simple arithmetic not percentages.,english
ham,Gr8. Wie geht man also mit dem victoria Inselverkehr um?,german
ham,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",english
ham,* ??. ??.,hindi
ham,"Ach, ich kühle im Zimmer eines Freundes, also sims mir, wenn du unterwegs bist.",german
ham,"????? ?? ???? ????? ???? ??? ?? ?? ????? ???, ????????? ?? ??? ??????? ???.",hindi
ham,Chers amis Hai... C'est mon nouveau numéro &amp; actuel..:) Par Rajitha Raj (Ranju),french
ham,Have you bookedthe hut? And also your time off? How are you by the way?,english
ham,Bist du da im Zimmer?,german
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,english
ham,Sian... le superviseur de la réunion arrière a eu du travail 2 do liao... U travaille maintenant?,french
ham,????? ???? ??? ?? ??? ???? ?????? ?? Dract ??. ?? ????? ?? ?? ??? ???? ???? ???. ??? ??? ????? ?? ???? ?? ???? ??? ?????. ????? ?? ???? ???? ??.,hindi
ham,Je dois venir plus tard.. Je le baigne normalement dans l'après-midi mah..,french
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",english
spam,Vous ne rcv plus de msgs du chat svc. Pour les services Hardcore GRATUITS texte Aller à: 69988 Si u obtenir rien u doit Age Vérifiez avec le réseau yr et essayez à nouveau,french
ham,"Ich sehe nur deinen vermissten Anruf, mein lieber Bruder.",german
ham,"4 Tacos + 1 rajas burrito, richtig?",german
ham,"Après la drogue, elle pourra manger.",french
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",english
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,english
spam,CURGERAN! ???? ?????? ???? ?? 5 ????? ???? GUREEGEEEDEEEKEEEEENKEE( 0.999990909090909090906) ?? ?? ???? ?? ???? ???? ??? ??. 3030. ??? 12hs ???? 150 mphms.,hindi
ham,"K nach Nordstrom kommen, wenn du fertig bist",german
ham,KATE KANN mir so schnell wie möglich einen Ring geben XXX,german
ham,Oh ok attends 4 moi là-bas... mon lec n'a pas fini,french
ham,"Er sagte, ich sehe ziemlich wif lange Haare wat. Aber ich thk er schneiden ziemlich kurz 4 me leh.",german
ham,Can ü send me a copy of da report?,english
ham,Ok then i'll let him noe later n ask him call u tmr...,english
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,english
spam,?? ??????? 2 ??? ??? ???? ??? ??? ????? ??? ?? ??? 2 ?? ???? ??? ???? ?? ??? ?? ?? 09096106 ??? ??? ??? ?? ???? ??? ???? 2movivix2 Galvag1 / "babapiviviviox,hindi
ham,"??? ??????? ??? ??? ??? ???? ???, ??????? ???? ???",hindi
ham,Ha... U jus ate honey ar? So sweet...,english
ham,"????? ?? ???..iam ??? ??, ??? ? ????? ??? ?? ???? ???.: (w)",hindi
ham,Je vais me coucher maintenant.,french
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),english
ham,Nothing. Can...,english
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,english
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",english
ham,Then ur physics get a-?,english
ham,???? ??? ?? ????? ???? ???? ??: 5 ?? ????? ??? ????? ???? ?? ??? ??? ???. ???? ??? ?? ?? ???? ??? ???? ????.,hindi
ham,C'est pour ça que je n'ai jamais voulu te dire ça.,french
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,english
ham,???? ????? ??? ?? ????? ?? ???? ??.,hindi
ham,"??? ??????? ??????, ????????? ?????? ?? ??? ???? ????? ??? :",hindi
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,english
ham,U ? ??? 2 ???? ?????,hindi
ham,?? ??- se ???? ??? ??? ??: (i),hindi
spam,Gagnez un prix en argent de £1000 ou un prix d'une valeur de £5000,french
spam,"???82228Vgt; &gt; ???????, ???? ?? ????? ?? www.example.com ?? ??????? ????. ???????: ???????",hindi
ham,"Ok, ich genieße Ur-Shows...",german
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,english
ham,??- ??? ?? ??? ???? ????? ?? ??? ???.,hindi
ham,"Sir, warten Sie auf Ihre Post.",german
ham,"K me donner une seconde, casser un &lt;#&gt; à cstore",french
ham,"Schönen Tag noch, meine Liebe.",german
ham,"??? ????, ?? ??? ??? ????? ???? ??? ?? ??? ???.",hindi
ham,Send to someone else :-),english
ham,Oh k... je regarde ici :),french
ham,C'est dommage qu'on ait raté une soirée avec des quiz popcorn et que tu fasses mes cheveux.,french
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",english
ham,Wat time do u wan 2 treffen mich später?,german
ham,"??? ??, ???? ooooooyyyy, ocik ??? ?? ???? ??? ??. ???? ?? ???? ??? ???? ????, ?? ??? ?? ???????? ??",hindi
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,english
ham,Combien ça coûte d'engager un tueur à gages?,french
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,english
ham,??? ?? ????? ?? ??? ?? ???? ?? ??? ?????.,hindi
ham,Apps Klasse varaya elaya.,german
ham,Woran denkst du?,german
ham,Jus finish watching tv... U?,english
ham,In Ordnung.,german
ham,"Moi, je ne travaille pas, une fois que j'ai du travail...",french
ham,Ja :) es völlig aus der Form heraus:)clark auch völlige Verschwendung.,german
spam,????? ??????? ??! ?? ?? ?? ?? $?? ????? ?? ????? ?? ????! ??? 85023 ?? ??? ??!,hindi
ham,He dint tell anything. He is angry on me that why you told to abi.,english
ham,"Ja, wir unterhalten uns auch.",german
ham,"Oui, c'est au paragon... je n'ai pas encore décidé si 2 coupures...",french
ham,Warum redet dann niemand mit mir?,german
ham,Gehst du ins Xin's Hostel?,german
ham,"Ja, öffnen Sie einfach Chat und klicken Sie auf Freundeslisten. Dann machen Sie die Liste. Einfach wie Kuchen",german
ham,??? ??? ?? ???? ???? ?? ??? ???!,hindi
ham,Tu viens juste de récupérer ma voiture.,french
ham,"Auch diese Unterhaltung war fantastisch, aber machen Sie es nicht regelmäßig, es sei denn, Sie können sie in Person sehen",german
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",english
ham,Feb &lt;#&gt; ist "I LOVE U" Tag. Senden Sie dis an alle ur "VALUED FRNDS" evn mich. Wenn 3 kommt zurück u'll gt verheiratet d Person u Luv! Wenn u ignorieren dis u wird ur luv verlieren 4 Evr,german
ham,"Hmmm... Ich dachte, wir sagten 2 Stunden Sklave, nicht 3... Sie sind spät... Wie sollte ich dich bestrafen?",german
spam,HMV BONUS SPECIAL 500 livres de véritables bons HMV à gagner. Il suffit de répondre à 4 questions faciles. Jouez maintenant! Envoyer HMV à 86688 Plus d'infos:www.100percent-real.com,french
ham,Mach dich bereit zum Stöhnen und Schreien :),german
ham,Und meine Diät ist gerade aus dem Fenster geflogen.,german
ham,??? ?? ???????? ?????? ?? ?? ??? ???,hindi
spam,???? ?? ?? ??? ??? ???? ?? ???? ??? ?? ?? ??? ?? ??? ????? WWWJASS.CACARS. ??? ?? ??? ??? ??? ???. ??? ???? ??? ?? ??? ?????? ?? ??? ???. ??? ???? ????? 1/1 ???? ????? ???,hindi
ham,"On dirait que j'avais tort et qu'un des numéros de kappa est toujours sur mon téléphone, si tu veux que je lui envoie un texto pour voir s'il est là.",french
ham,Did he just say somebody is named tampa,english
ham,"??? ???? ????? ???. ???, ??? ???? ?????? ???? ??? ?????? ???.",hindi
ham,"Honeybee sagte: * Ich bin d Sweetest in d World* Gott lachte und sagte: * Warte, U Havnt Met d Person Lesen dieser Msg* MORAL: Sogar GOTT kann Witze knacken! GM+GN+GE+GN:)",german
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,english
spam,?? ???? ?????? 5226 ??????? ???? ?? ??? ???? ??? ???,hindi
ham,"?? ???? ???? ??, ?? ?????? ??????, ???? 2 ???? ?????? 2 ?????? uveruduuuuud, s ???? ????? ??? ?? ???? ????? ???, ??? ???? ???? ??? ?? ??? ???? ?????????? ???? ???.",hindi
ham,"Je ne sais pas comment j'ai oublié, même après que Dan m'ait rappelé, j'espère que vous vous êtes amusés.",french
ham,??? ?? ???? ?? ??? ???. ?? ????? ??? ??!,hindi
ham,"????, ???? ?????. ?? ???? ?? ??? ???? ?? ?? ???????? ?? ??? ????? ??? ???? ?? ??? ???? ???? ?? ?? ????? ????? ?? ??? ???? ???? ?? ???? ???? ??? ????? ???? ???? ?? ???? ????? ????",hindi
ham,U buy newspapers already?,english
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,english
ham,"Non, je vais vérifier toutes les chambres pour les activités.",french
ham,Lara said she can loan me  &lt;#&gt; .,english
ham,"Cool, text me when you're parked",english
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,english
ham,Dann kauft sie heute?,german
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C Ringtone¡,french
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,english
ham,"Haha génial, j'ai été à 4u plusieurs fois.",french
ham,LL ??? ???? ????? ???? ???? ?? ??? ???? ???? ????? ???? ??? ?? ??? ?? ???? =D ?? ??? ?? ???? ?? ???? ?? ???,hindi
ham,Sripph ???? ??? ??.,hindi
ham,Je veux mais trop tôt lei... moi dehors maintenant je rentre si tôt... Neva l'esprit alors...,french
ham,Dear we are going to our rubber place,english
ham,??? ?? &lt ?? ???? ??? ?? ???? ??? ??? ??? ??? &gt;#gt; ???? ???? ???? ???? gonokno ?? ??? ???? ??? ??? ???? ????? ?? ???? ??: /,hindi
ham,Queshs unkymycocococo ?? ??? ???,hindi
ham,Il faut que tout le monde vienne?,french
ham,I've sent ü my part..,english
ham,"?? ???, 2 oll ?? ????? ??? ?? ??? ??",hindi
ham,WERDE 2MRW AFTERNOON? ANGENOMMEN ODER MALL ODER SUMTHIN?xx,german
ham,"??? ?? yyuuuuu ??, ??? 11 ??? ?? ?? ??? ???? ???",hindi
ham,"Je préfère mes jours libres... Tues, mari, fri oso peut... Ü demander à ceux qui travaillent...",french
ham,??? ?? ????? ????? ????? ???,hindi
ham,"????, ?? ??? ?? ?? ??? ?????????? ??? ??.",hindi
ham,Femme.comment elle connaissait l'heure du meurtre exactement,french
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",english
ham,"En fait, je me prépare à quitter la maison.",french
ham,"T-Shirts, Pullover, Mütze, Gürtel sind alles, was wir wissen.",german
ham,Hanging out with my brother and his family,english
ham,"??? ??? ?? ??? ???, ??? ???? ?? ?????",hindi
ham,???? ??? ?? ?? ???????? ????? ???????? ??? ?? ??? ???,hindi
spam,"Wan2 gagne un Meet+Greet avec Westlife 4 U ou un m8? Ils sont actuellement sur quelle tournée? 1)Unbreakable, 2)Untamed, 3)Unkempt. Texte 1,2 ou 3 à 83049. Coût 50p +std texte",french
ham,"Hé, un gars que je sais respire dans mon cou pour lui trouver un bourgeon, de toute façon tu pourrais avoir une demi-traque pour usf ce soir?",french
ham,"Tu es partout la saleté, sur le sol, les fenêtres, même sur ma chemise. Et parfois quand j'ouvre la bouche, tu es tout ce qui sort. Je rêve de mon monde sans toi, alors la moitié de mes tâches sont dehors aussi. Un temps de joie pour moi, beaucoup de télés que je vais voir. Mais je suppose que comme tout ce que tu dois juste exister, comme la pluie, la grêle et la brume, et quand mon temps ici est fini, toi et moi devenons un.",french
ham,"???? ???? ?? ???? ?? ???? ?? ??? ???? ???? ?? ????? ???? ???, ?????? ?????? ?? ??? ????? ?? ????? ???? ???, ????? ?????? ???? ????? ???? ??, ??? ?????? ???? ????? ???? ????",hindi
ham,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",english
ham,Lol yeah an diesem Punkt schätze ich nicht,german
ham,??? ?????? ???? ???? ??? ??? ?????. ???? ?? ?? ????? &gt;##gt; ????? ????,hindi
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,english
ham,Yeah confirmed for you staying at  that weekend,english
ham,Kann ich sicher keine kranke Zeit in Anspruch nehmen?,german
ham,Helloooo... Wake up..! "Sweet" "morning" "welcomes" "You" "Enjoy" "This Day" "with full of joy".. "GUD MRNG".,english
ham,Aujourd'hui mon système est prêt. tout va bien et je suis aussi dans le puits profond,french
ham,Irgendetwas lor...,german
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,english
ham,Also that chat was awesome but don't make it regular unless you can see her in person,english
ham,?? ????? ??? ??.,hindi
ham,Pathaya enketa maraikara pa',english
ham,???? ???? ?? ?? ????? ??????? ??? ?? ?? ????? ????? ??:),hindi
ham,??? ????? ??? ??? ??? ???... :-,hindi
ham,"Wo musst du hin, um es zu bekommen?",german
ham,Dont let studying stress you out. L8r.,english
ham,??? ?? ?? 2 ??? ????? ??? ???.,hindi
ham,:-) :-),english
spam,"U can WIN £100 of Music Gift Bonkers chaque semaine à partir de MAINTENANT Txt le mot DRAW à 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessAbonnement",french
ham,I cant pick the phone right now. Pls send a message,english
ham,Two teams waiting for some players,english
ham,"Ist xy in ur Auto, wenn u abholen mich?",german
ham,Tu n'as pas vu ma facebook?,french
ham,Es ist einfacher mit ihr hier.,german
ham,"Chère, prends soin de toi. Je viens juste de rentrer chez moi.amour u beaucoup.",french
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",english
ham,Oops. 4 got that bit.,english
ham,Lol grr ma mère prend pour toujours avec ma prescription. La pharmacie est à 2 minutes d'ici.,french
ham,U Jungs laden mich nie irgendwo ein :(,german
ham,?? ?? ????? ???? ?? Lol. ?? ???? ??.,hindi
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,english
ham,Infact happy new year. How are you where are you when are we seeing,english
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,english
ham,Nah dub but je still buff,english
ham,Sein Sarkasmus............................................................................................................................................................................................................................................................. ,german
ham,Dear we got  &lt;#&gt;  dollars hi hi,english
ham,"Edison hat zu Recht gesagt: ""Ein Narr kann mehr Fragen stellen, als ein weiser Mann beantworten kann"" Jetzt wissen Sie, warum wir alle während ViVa sprachlos sind.. GM,GN,GE,GNT:-)",german
spam,Santa Call! Vos enfants aimeraient-ils un appel de Santa Xmas Eve? Appelez 09077818151 pour réserver votre temps. Appels1.50ppm last 3mins 30s T&C www.santacalling.com,french
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",english
ham,Ok...,english
ham,Ok u can take me shopping when u get paid =D,english
ham,"Nun, du hast anderen gesagt, dass du sie heiraten würdest...",german
ham,???... ???? ???? ?? ?? ??? ??? ????? ?????? ?? ??? uzP ?? ??? ??? ???? ????? ?? ???? ???,hindi
ham,NEFT-Transaktion mit der Referenznummer &lt;#&gt; für Rs. &lt;DECIMAL&gt; wurde dem Empfängerkonto auf &lt;#&gt; bei &lt;TIME&gt; gutgeschrieben : &lt;#&gt;,german
ham,?? Wamz ???? ??? ???? ??? ??. BLLLVLLLLLms ?? ?????? ?? ???? ???.,hindi
spam,"Cher titulaire du bon, deux demandes d'offre de cette semaine, à votre PC aller à http://www.e-tlp.co.uk/expressoffer Ts&Cs s'appliquent.2 arrêter les textes txt STOP à 80062.",french
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",english
ham,i dnt wnt to tlk wid u,english
ham,"Schnell nach Hause u großen Hintern. Legen Sie auf Ihrem letzten Anrufer, wenn u müssen. Essen ist fertig und ich bin am Verhungern. Fragen Sie nicht, was ich gekocht.",german
ham,"Ich kaufte den Test gestern. Seine etwas, das Sie wissen, den genauen Tag u ovulate.When erhalten 2u in etwa 2 bis 3wks. Aber pls pls dont fret. Ich weiß, u r besorgt. Pls entspannen. Auch gibt es etwas in ur Vergangenheit u müssen mir sagen?",german
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",english
ham,"Meine Planung stoppt normalerweise bei ""Find Hella Unkraut, Rauch Hella Unkraut""",german
spam,Mobile Club: Wählen Sie eines der Top-Qualitätsartikel für Ihr Handy. 7cfca1a,german
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI,english
ham,"Best msg: Es ist schwer, mit einer Person zu sein, wenn u wissen, dass ein weiterer Schritt foward machen u verlieben.. &amp; Ein Schritt zurück kann ur Freundschaft ruinieren.. gute Nacht:-)...",german
ham,?????? ?? ?? yri ??? ??? ?? ??? ??: - (m),hindi
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",english
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,english
ham,"Soll ich kommen, um Gurke zu holen?",german
ham,"Tut mir leid, ein Schmerz zu sein. Ist es okay, wenn wir uns noch eine Nacht treffen? Ich verbrachte am späten Nachmittag im Opfer und das bedeutet, ich habe nichts von y Zeug42moro getan und das beinhaltet alle meine Zeitblätter und das. Sorry.",german
ham,I sent you  &lt;#&gt;  bucks,english
ham,?? ????? ??? ?? ?? ????? ??? ?? ?? ?? ?? ??? ????? ??. ?? ?? ???? ???? ??? ?? ??? ???? ???? ?? ?? ??? ??? ?? ??? ??? ??? ???? ?? ???? ?? ???? ??? ?? ???? ???? ?? ????.,hindi
ham,Mais acheter wat?,french
spam,OSTENDERS TV Quiz. Mit welchem FLOWER vergleicht man sich? D= VIOLET E= TULIP F= LILY txt D E oder F bis 84025 JETZT 4 Chance 2 WIN £100 Cash WKENT/150P16+,german
ham,By monday next week. Give me the full gist,english
ham,Avez-vous pratiqué votre curtsey?,french
ham,I always chat with you. In fact i need money can you raise me?,english
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,english
spam,OUI! Le seul endroit en ville pour rencontrer des célibataires adultes passionnants est maintenant au Royaume-Uni. Txt CHAT à 86688 maintenant! 150p/Msg.,french
ham,Où tu cachais l'étranger?,french
ham,Went to pay rent. So i had to go to the bank to authorise the payment.,english
ham,"??? ??? ?? ????? ???? ?????, ??? ???",hindi
ham,Frohe Neujahrsprinzessin!,german
ham,KÖNNEN STUDIERENDE ENTSCHLIESSUNG AUF BÜCKE GEWÄHRT WERDEN?,german
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",english
ham,Well. Im computerless. Time to make some oreo truffles,english
ham,"Je vais me baigner d'abord, mais ma soeur utilise le filet pour dire quand elle finit...",french
ham,????? ????? ?? ????? ?? ?? ??? ??. ???? ???? ??. ?? ?? ????? ??? ???? ?? ??? ???? ? ??? ??.,hindi
ham,Ich bin wirklich nicht bis es noch heute Nacht Babe,german
spam,"Neueste Nokia Mobile oder iPOD MP3 Player +£400 proze GARANTEED! Antworten mit: WIN to 83355 jetzt! Norcorp Ltd.£1,50/Mtmsgrcvd18+",german
ham,??? ????? ?? ?? ??? ???? ???. ??? ???? ?? ???? ?? ??? ??????? ?? ?????!,hindi
