labels,text,lang,sentiment
ham,कोई तुमने जाँच नहीं की? मैं अपने विस्तृत संदेश अब मिला,hindi,Neutral
ham,आप से सुनने के लिए इसके अच्छा है,hindi,Neutral
ham,Good night. Am going to sleep.,english,Positive
ham,"Dis-moi ce qui arrive, ne te comporte pas comme ça.",french,Neutral
spam,धन्यवाद 4 अपने इस सवाल का समर्थन करते हैं अपने सप्ताह 2 में यू यू जाएगा हमारे 4 पाउंड डॉलर। न्यू यॉर्क के राष्ट्रपति का नाम?,hindi,Neutral
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,english,Negative
ham,"Eh bien, ça doit être une douleur à attraper",french,Neutral
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,english,Negative
ham,Lassen Sie Ur Heart Ur Compass Ur Mind Ur Map Ur Soul Ur Guide Und U wird nie verlieren in der Welt....gnun - Gesendet über WAY2SMS.COM,german,Positive
ham,You know what hook up means right?,english,Neutral
spam,3 आपके पास मोबाइल फोन है ।,hindi,Neutral
ham,Maintenant seulement je suis arrivé à la maison... Je suis très fatigué maintenant.. Je vais venir tomorro,french,Neutral
ham,"Tut mir leid, dass das hier mein Handy ist und ich habe nicht geschrieben, dass ich Kate liebe.",german,Neutral
ham,"Wo haben so schnell Gewicht zu verlieren, thk muz gehen 4 im Monat Den haben Wirkung... Gott, später gehen wir aust setzen bk e Gewicht.",german,Neutral
spam,अमरीका में एक गुप्त प्रशंसाकर्ता है जो 2 देख रहा है U-BAR_ वे ROrwon जो इतनी खास फोन पर सोचता है,hindi,Neutral
ham,"Bébé, je suis de retour... reviens à moi...",french,Neutral
ham,Toujours sur la côte ouest... Haiz... Ü va prendre une éternité pour revenir...,french,Neutral
ham,"Fast da, siehe u in einer Sekunde",german,Neutral
ham,In Ordnung.,german,Neutral
ham,Ich bin bei Mu in &lt;#&gt; Sekunden,german,Neutral
ham,"Hast du jemals herausgefunden, wohin du in den neuen Jahren gehst?",german,Neutral
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,english,Negative
ham,"हमारा पूरा आदेश है एक चौथाई, आप पर्याप्त मिल गया है? तो हम उसके लिए खरीद करने जा रहे हैं और बाद में उसकी जगह पर इसे छोड़ देने के लिए जा रहे हैं.",hindi,Neutral
ham,Stupid.its not possible,english,Neutral
ham,PICK UR FONE UP NOW U DUMB?,english,Negative
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,english,Neutral
ham,"Je suis à la maison, mais pas habillé parce que je suis malade!",french,Neutral
ham,No need to ke qi... Ü too bored izzit y suddenly thk of this...,english,Negative
ham,Baaaaabe! Je manque de youuuuu! Où es-tu? Je dois aller enseigner mon cours à 5...,french,Neutral
spam,Décembre seulement! Avait votre mobile 11mths+? Vous avez le droit de mettre à jour la dernière caméra couleur mobile gratuitement! Appelez la Mobile Update VCo GRATUIT au 08002986906,french,Neutral
ham,C'est comme ça qu'elle va étudier ou juste visiter.,french,Neutral
spam,"150p जवाब देने के लिए Boltack स्वर या MermamONOYOY. Rog3. ""हाँ, 3 Spiz 6. Toxz. मेरे साथ आओ या अधिक टोन बंद करें 4 और अधिक टोन्स को बंद करो.",hindi,Neutral
ham,Dites-leur que le dealer s'impatiente.,french,Neutral
ham,Lolno. सिर्फ अपने दिन एक छोटे से अधिक दिलचस्प बनाने की कोशिश कर,hindi,Neutral
ham,Bist du jetzt nass?,german,Neutral
ham,We still on for tonight?,english,Neutral
ham,HEY DAS COOL... IKNOW TOUS LES 2 WELLDA PERIL DE CRISE FINANCIÈRE DE L'ÉTUDE!SPK 2 U L8R.,french,Negative
ham,केक जाओ और अच्छी तरह से सो. आराम करो:.,hindi,Neutral
spam,"Vielen Dank für Ihre Klingelton-Bestellung, Referenznummer X29. Ihr Handy wird belastet 4.50. Sollte Ihr Ton nicht ankommen, rufen Sie bitte den Kundendienst an 09065989180",german,Neutral
ham,"Honeybee a dit: *Je suis d Sweetest in d World* God Laughed &amp; dit: *Wait,U Havnt Met d Person Lire cette Meg* MORAL: Même DIEU peut cracker des jokes! GM+GN+GE+GN:)",french,Positive
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",english,Neutral
ham,Fais ce qui est plus facile pour toi.,french,Neutral
ham,HCL chennai benötigt FRESHERS für den Sprachprozess.Ausgezeichnetes Englisch erforderlich.Salary upto &lt;#&gt;.Call Ms.Suman &lt;#&gt; für Telephonisches Interview -via Indyarocks.com,german,Neutral
ham,How are you. Just checking up on you,english,Neutral
ham,Watching tv now. I got new job :),english,Positive
spam,"PRURRE GRANTC TANT TAS TE के लिए एक प्रशंसा यात्रा का पुरस्कार दिया, AVEREASAS44 या पाउंड1000000.",hindi,Neutral
ham,S..antha num corrct dane,german,Neutral
ham,Je suis en route pour rentrer chez moi. Je suis allé changer ma 4e montre et aller acheter un peu de lor.,french,Neutral
ham,"जवाब पाने से पहले कितना समय पहले, सिर्फ अगले टाइटस्टर को स्वीकार करने में विलम्ब करें",hindi,Neutral
ham,Diese Bezahlung ist &lt;DECIMAL&gt; lakhs:),german,Neutral
ham,"Haha, mon ami Tyler vient littéralement de demander si tu pouvais lui trouver un dubsack",french,Positive
ham,Schicken Sie uns vor &lt;DECIMAL&gt; heute eins in unsere Wohnung.,german,Neutral
ham,मुझे लगता है कि एक अच्छा लग रहा है.,hindi,Neutral
ham,"J'ai pensé lui donner une montre, juste parce que c'est le genre de chose que j'ai eu4an18 et il aime tellement!",french,Neutral
ham,Wartaks Kau. wakaka के इलाज?,hindi,Neutral
ham,"Er ist ein Erwachsener und würde aus der Erfahrung lernen. Es gibt keine wirkliche Gefahr. Ich mag nur keine Peeps mit Drogen, die sie nicht brauchen. Aber kein Kommentar",german,Negative
spam,"INFORMATIONS URGENTES ET IMPORTANTES POUR L'UTILISATEUR D'O2. AUJOURD'HUI, C'EST VOTRE JOUR LUTTE! 2 RENDEZ-VOUS POURQUOI CONNEXION À HTTP://WWW.URAWINNER.COM Y A-T-IL UNE SURPRISE FANTASTIQUE?",french,Positive
ham,Wir sehen uns dort!,german,Neutral
ham,Mes oncles à Atlanta vous souhaitent un bon semestre.,french,Neutral
ham,Mai b genehmigen panalam...aber es sollte mehr Beiträge haben..,german,Neutral
ham,Ok ich auch wan 2 Uhr e 21 Uhr zeigen...,german,Positive
ham,मैं Tlt में कॉल कर सकते हैं;# wgt; अगर ये ठीक है तो मिनटों में,hindi,Neutral
ham,"Wow... Je t'aime tellement, tu sais? Je peux à peine le supporter! Je me demande comment va ta journée et si tu vas bien, mon amour... Je pense à toi et tu me manques",french,Positive
spam,Detter! अपने मुक्त वालपेपर पाठ हृदय को 8888 तक पाने के लिए प्राप्त करने के लिए अब! टीएससी लागू होता है. केवल 1 ही मदद की ज़रूरत है? 0870188868888886.,hindi,Neutral
ham,"Wir hielten an, um Eis zu holen und werden wieder nach",german,Neutral
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",english,Positive
ham,"Wenn wir es abschlagen, kannst du bei mir einziehen :)",german,Positive
ham,मुझे एक और नौकरी मिल गयी!,hindi,Neutral
ham,J'aime regarder et jouer au football et au basket.,french,Neutral
ham,"मैं हमेशा बार-बार दूत हूँ। बस मुझे और ई को संदेश भेजें। आपको इसे मोबाइल मोड में भेजना होगा, लेकिन मैं इसे मिल जाएगा। और जवाब देगा।",hindi,Neutral
ham,Je savais que ça arriverait il y a longtemps.,french,Neutral
ham,मैं इसे तब पोस्ट आ गया है! आप अब पाठ के 1000s होना चाहिए! खुशी अंत में मेरा एक CAVooline से मेरी पसंदीदा कार है. उसे आशीर्वाद दे!,hindi,Neutral
ham,Wie war txting und fahren,german,Negative
ham,Sie veröffentlicht vday Shirts und wenn u setzen es auf es macht Ihre untere Hälfte nackt statt dieser weißen Unterwäsche.,german,Neutral
ham,एस......i मोका खिलाड़ियों को केवल ले जाएगा:),hindi,Neutral
ham,"Mein Leben bedeutet mir viel, Nicht weil ich mein Leben liebe, Aber weil ich die Menschen in meinem Leben liebe, Die Welt nennt sie Freunde, Ich nenne sie meine Welt:-).. Ge:-)..",german,Negative
ham,Where @,english,Neutral
ham,"Pete, s'il te plaît, fais venir Meive à peine.",french,Neutral
ham,"Heute Abend wird es bei mir einen kleinen Schindich geben, interessiert Sie das?",german,Neutral
spam,Entrée GRATUITE dans notre comp hebdomadaire £250 juste envoyer le mot WIN à 80086 MAINTENANT. 18 T&C www.txttowin.co.uk,french,Positive
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,english,Positive
ham,"लेकिन लघु: ""एक अच्छा इंसान बनो, लेकिन इसे साबित करने की कोशिश मत करो.",hindi,Neutral
ham,7 मेरी दुनिया में धन्यवाद,hindi,Neutral
ham,TAKE CARE n gET WELL sOOn,french,Positive
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",english,Positive
ham,वह सिर्फ कारणों की एक सूची नीचे तोड़ दिया...... शहर में कोई भी नहीं है और मैं नहीं बता सकता है कि क्या वह अपमान हो रहा है या सिर्फ fackly हो रहा है,hindi,Neutral
ham,Yeah no probs - last night is obviously catching up with you... Speak soon,english,Neutral
ham,"A tout moment, lor...",french,Negative
ham,Yes. Nigh you cant aha.,english,Positive
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,english,Positive
ham,"Storming msg: Wen u lift d phne, u sagen ""HELLO"" Do u knw wt is d real Bedeutung von HELLO??... Es ist d Name eines Mädchens......... Und u knw wer ist dat girl?? ""Margaret Hallo"" Sie ist d girlfrnd f Grahmbell, die invnted Telefon....... Moral:Man kann 4get d Name einer Person, bt nicht seine girlfrnd... G o d n i g h t.....@",german,Negative
ham,Jus hat mir die Haare gepustet.,german,Negative
ham,"Vous étiez loin du système, de votre côté.",french,Neutral
ham,I dunno lei... Like dun haf...,english,Positive
ham,J'ai accidentellement effacé le message.,french,Neutral
ham,Pls send me your address sir.,english,Positive
ham,"Tut mir leid, ich rufe später an.",german,Neutral
ham,Unlimited texts. Limited minutes.,english,Negative
spam,"प्रिय मत्ती कृपया एक भूमि रेखा से 0.900445051 कॉल करते हैं, आपका प्रशंसा 4*Logig5 दस या squg1 Cash संग्रह की प्रतीक्षा कर रहे हैं।",hindi,Neutral
ham,Veux-tu venir en ligne aujourd'hui soir,french,Neutral
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,english,Positive
ham,मैं $dlt;#gt; मैं कुछ और बाद में मिल सकता है हालांकि. आप जो कुछ भी महसूस करते हैं जाओ,hindi,Neutral
ham,That's necessarily respectful,english,Positive
ham,"मैं अब ऊपर आ सकते हैं अगर Lamaw.ELLLLLELELELELELELENENS, अगर तुरंत बाहर चला गया 2xV.",hindi,Neutral
ham,I am not sure about night menu. . . I know only about noon menu,english,Negative
ham,May i call You later Pls,english,Positive
ham,"Good stuff, will do.",english,Positive
ham,But pls dont play in others life.,english,Negative
ham,मैं कुछ घंटों पहले एक सवाल पूछने लगा था.,hindi,Neutral
ham,"C'est nul, je vais y aller pour que tu puisses faire mes cheveux, tu le feras libre, n'est-ce pas?",french,Neutral
ham,Ok mal dire à l'entreprise,french,Negative
ham,अपने दोस्तों को बताइए कि आप वेलेंटाइन के दिन क्या करना चाहते हैं,hindi,Neutral
ham,"Sieht so aus, als müsste ich meinen Laptop reinschicken, um ein Problem mit dem Gpu zu lösen.",german,Negative
ham,I need... Coz i never go before,english,Neutral
ham,Raji..pls me font une faveur. Pls transmettre mes vœux d'anniversaire à Nimya. Pls. Aujourd'hui est son anniversaire.,french,Positive
ham,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?,english,Positive
ham,"Aiyo... U immer c unsere ex eins... ich weiß nicht abt mei, sie hat geantwortet... das erste mal u antworten so schnell... Y so glücklich nicht arbeiten huh, bekam bao von ur sugardad ah...gee..",german,Neutral
ham,"आप क्या करते हैं, मेरे कुत्ते? मुझे हमेशा इंतजार करना चाहिए जब तक कि अपने दिन के अंत तक आप से बात करने के लिए आप से बात नहीं है? क्या आप पहले से ही अपने कक्ष पर समय से बाहर चला गया?",hindi,Neutral
ham,Thanks honey. Have a great day.,english,Positive
ham,Aiyah e regen wie ziemlich groß leh. Wenn Nieselregen kann ich zumindest nach Hause laufen.,german,Neutral
ham,Je lui ai dit que c'était déjà vrai.,french,Neutral
ham,आप सिर्फ अच्छा लग रहा है.,hindi,Neutral
ham,"Toll, wir sehen uns gleich.",german,Neutral
ham,"Cool, je t'enverrai un texto quand je serai en route.",french,Positive
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,english,Positive
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,english,Positive
ham,"इसके भाग्य किसी को प्यार करने के लिए प्यार करने के लिए अपने ऊर भाग्य, जो अमेरिका प्यार करता है प्यार करता है लेकिन, एक ऐसे व्यक्ति को प्यार करने के लिए अपने चमत्कार है जो अमेरिका के अलावा किसी से प्यार नहीं कर सकते...",hindi,Neutral
ham,Salut sa Kate comment va votre soirée? J'espère que je peux vous voir demain un peu mais je dois ensanglanter babyjontet! Txt de retour si vous pouvez. :) xxx,french,Positive
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",english,Positive
ham,Das ist eine lange Scheiße.,german,Neutral
ham,I love your ass! Do you enjoy doggy style? :),english,Positive
ham,"1) Gehen Sie zu schreiben msg 2) Setzen Sie auf Wörterbuch-Modus 3)Bedecken Sie den Bildschirm mit Hand, 4) Presse &lt;#&gt;. 5)Gently entfernen Ur hand.. Seine interessante..:)",german,Positive
ham,"Aww vous devez être presque mort!Eh bien, Jez vient à faire du travail et ça va prendre pour toujours!",french,Neutral
ham,Bonne fin de semaine.,french,Neutral
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",english,Negative
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,english,Neutral
ham,"Buzzzz! *grins* Habe ich buzz Ihren Arsch? Buzz Ihre Brust? Buzz Ihren Schwanz? Wo halten Sie Ihr Handy? Ist der Vibrator auf? Haben Sie das Gefühl, es zu schütteln?",german,Positive
ham,आशा है कि आप एक महान नए टाइटस्टर हो रहे हैं. आप चाहते हैं कि आप सबसे अच्छा है. आप महानता के लिए बनाया गया है.,hindi,Neutral
ham,दुर्भाग्य से मैं अभी पता चला है कि हमें अपनी बहन को हवाई अड्डे से लेने के लिए है कि शाम को तो नहीं लगता कि मैं बाहर जा रहा हूँ. हमें बाहर निकलने की कोशिश करनी चाहिए एक वें,hindi,Neutral
ham,"It's ok, at least armand's still around",english,Neutral
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,english,Negative
ham,Quel régime? Je triche tous les jours de toute façon. Je suis fait pour être un gras :(,french,Negative
ham,"Kurz, aber süß: ""Seien Sie ein guter Mensch, aber versuchen Sie nicht zu beweisen""..... Gud mrng...",german,Neutral
ham,"Proverbe japonais: Si on peut le faire, U aussi Peut le faire, Si aucun ne peut le faire,U doit le faire version indienne: Si on peut le faire, LET HIM le faire.. Si aucun ne peut le faire, LEAVE it!! Et enfin version Kerala: Si on peut le faire, Arrêtez-le.. Si aucun ne peut le faire, Faites une grève contre elle...",french,Negative
ham,"Si je ne rencontre pas tous les rites, je rentrerai chez moi.",french,Neutral
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,english,Positive
ham,Jus fini avatar nigro,french,Neutral
ham,Bébé? Je t'ai perdu... :-(,french,Negative
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,english,Neutral
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",english,Positive
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,english,Neutral
spam,"Sie erhalten eine SiPix Digital Kamera! Anruf 09061221061 aus dem Festnetz. Lieferung innerhalb von 28 Tagen. T Cs Box177. M221BP. 2yr Garantie. 150ppm. 16. p £ 3,99",german,Neutral
ham,Il me faut de l'herbe au chocolat et de l'alcool.,french,Neutral
ham,"Hy, माफ करना वापस नहीं आया. मैंने नहीं देखा या सुना है और नहीं है, जो अपने आप में असाधारण है! मैं मामले पर डाल दिया और उसे बाहर ले जाएगा! Hugs और nogss.",hindi,Positive
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",english,Positive
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,english,Negative
ham,"Tut mir leid, dass die Batterie gestorben ist, ja, ich bin hier.",german,Negative
ham,"Sorry, I'll call later",english,Negative
ham,"S'il vous plaît, laissez ce sujet..désolé d'avoir dit ça..",french,Neutral
ham,g के पास कल जल्दी क्लास नहीं है और इस प्रकार Tret पर धूम्रपान करने की कोशिश नहीं करनी चाहिए# wgt;,hindi,Neutral
ham,Mein Telefon,german,Neutral
ham,C'est un massage au taxon.,french,Neutral
ham,J'ai besoin d'acheter une voiture BMW d'urgence..ses vry urgent.mais hv une pénurie de &lt;#&gt; Lacs.il n'y a pas de source pour arng dist. &lt;#&gt; lacs..c'est mon problème,french,Neutral
ham,J'ai dit qu'elle croyait toujours.,french,Neutral
spam,"Liebe 0776xxxxxx U've eingeladen, XCHAT. Dies ist unser letzter Versuch, Kontakt u! Txt CHAT zu 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",german,Neutral
ham,Ok mal vous envoyer avec &lt;DECIMAL&gt; ok.,french,Positive
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,english,Neutral
ham,Conformément à votre demande 'Maangalyam (Alaipayuthe)' a été défini comme votre callertune pour tous les appelants. Appuyez sur *9 pour copier vos amis Callertune,french,Neutral
ham,L'amour a une seule loi; Rend heureux la personne que tu aimes. De la même façon l'amitié a une seule loi; Ne fais jamais que ton ami se sente seul jusqu'à ce que tu sois en vie...,french,Neutral
ham,"J'ai juste regardé et Addie revient lundi, c'est nul d'être elle.",french,Neutral
ham,Yes:)here tv is always available in work place..,english,Neutral
ham,Ok i am on the way to home hi hi,english,Positive
ham,"Wen ur loveable bcums colère wid u, dnt prendre au sérieux.. Coz être en colère est d la plupart enfantine n vraie façon de montrer l'affection profonde, soins n luv!.. kettoda manda... Bonne journée da.",french,Neutral
ham,U पहले से ही जाग रहा है?,hindi,Neutral
ham,"Oh, okay, ich wusste nicht, was du meinst.",german,Positive
ham,Was Heute-Sonntag..Sonntag ist Urlaub..so keine Arbeit..,german,Neutral
ham,सुरक्षित रहिए ।,hindi,Neutral
spam,Décembre seulement! Avait votre mobile 11mths+? Vous avez le droit de mettre à jour la dernière caméra couleur mobile gratuitement! Appelez The Mobile Update Co GRATUIT au 08002986906,french,Neutral
ham,तुमसे प्यार करता हूँ. uue बहुत प्यार करता हूँ.,hindi,Neutral
ham,This pain couldn't have come at a worse time.,english,Negative
ham,"उफ़ - मेरी मां के कुछरवर में हूँ... बिट दूर! वापसमो, आप जल्द ही x देखें.",hindi,Neutral
ham,कोस मैं चाहता हूँ कि यह आपकी बात हो,hindi,Neutral
ham,Du musst aufstehen.,german,Neutral
ham,Belle Vérité contre la Gravité.. Lisez attentivement : « Notre cœur sent la lumière quand quelqu'un est dedans.. Mais il se sent très lourd quand quelqu'un la quitte.. »,french,Neutral
ham,Beauty sleep can help ur pimples too.,english,Positive
ham,"Allo! Wir haben die Busse getrauert und die Züge genommen und triumphiert. Ich meine, wir sind in b'ham. Haben Sie eine fröhliche gute Rest der Woche",german,Negative
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",english,Positive
ham,They finally came to fix the ceiling.,english,Neutral
ham,"kam, um die Wohnung zu schauen, scheint in Ordnung, in seinen 50er Jahren? * Ist weg viel wiv Arbeit. Haben Frau kommen um 6.30 Uhr auch.",german,Negative
ham,J'espère juste que mes agents ne me lâchent pas car je n'ai réservé que quelques trucs cette année.,french,Neutral
ham,"Salut, mon amour! Comment ça se passe ce jour-là? Merde, ce matin je me suis réveillée et j'ai fait tomber ma cellule en descendant les escaliers mais ça semble bien... *phews* Tu me manques!",french,Neutral
ham,He remains a bro amongst bros,english,Neutral
ham,Aber ich esse mit meinem Cousin.,german,Neutral
ham,"Du hast gesagt, nicht jetzt, kein Problem, wenn du kannst, lass es mich wissen.",german,Negative
ham,Just wanted to say holy shit you guys weren't kidding about this bud,english,Negative
ham,मैं Tlt में घर पहुंचूंगा;# wgt; मिनट,hindi,Neutral
ham,Aiyar u si pauvre chose... je donne mon soutien k... Jia you! Je penserai à u...,french,Neutral
spam,आपके पास एक महत्वपूर्ण ग्राहक सेवा घोषणा है. LadCPC TTC 080808825 अब कॉल!,hindi,Neutral
ham,Mais acheter wat?,french,Neutral
ham,"सुपरबी विचार ""इस बात का आभारी हो कि यू. यू. यू. का मतलब है कि अभी भी कल की तुलना में आज की तुलना में खुश होने का मौका है.",hindi,Neutral
ham,Thanx 4 schickt mich nach Hause...,german,Neutral
ham,"Ça m'est arrivé en direct, peut-être en 3e quand il est sorti.",french,Neutral
ham,Je veux envoyer &lt;#&gt; mesages aujourd'hui. C'est y. Désolé si j'ai mal,french,Neutral
ham,(यह कहा जाता है कि आप उसे एक बार और भेज सकते हैं?),hindi,Neutral
ham,उसकी बात ध्यान से सुनिए ।,hindi,Neutral
spam,"Bonjour chéri comment allez-vous aujourd'hui? J'aimerais avoir une conversation, pourquoi ne me dites-vous pas à quoi vous ressemblez et ce que vous êtes dans sexy?",french,Positive
ham,Auch andros Eis usw.,german,Neutral
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,english,Neutral
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,english,Positive
ham,"Tun Sie, was Sie wollen. Sie wissen, was die Regeln sind. Wir hatten ein Gespräch Anfang dieser Woche über das, was passieren musste, Sie zeigen Verantwortung. Doch, jede Woche kann ich die Regel auf diese Weise biegen? Was ist mit dieser Art und Weise? Was auch immer. Ich bin es leid, thia gleichen Streit mit Ihnen jede Woche. Und ein &lt;#&gt; Film DOESNT enthalten die Vorschauen. Sie sind immer noch in nach 1.",german,Negative
spam,URGENT! Nous essayons de contacter U. Todays draw montre que vous avez gagné un prix de £800 GUARANTIEED. Appelez 09050001808 de la ligne terrestre.,french,Positive
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,english,Positive
ham,"Darf ich fragen, was passiert ist?",german,Neutral
ham,Yes. It's all innocent fun. O:-),english,Positive
ham,आंटी मोची उसका फोन कभी नहीं उठा,hindi,Neutral
ham,मैं ym पर अपने शब्द मिल गया और उन्हें देखने के लिए खुश था लेकिन आप दुःखी थे. मैं तुम्हें याद आती है कि तुम छोड़ दिया था. मैं तुम्हें याद आती है.,hindi,Neutral
ham,"Ich bin in einem Film, nenn mich 4 Wat?",german,Neutral
ham,"हाँ उम्मीद है, अगर arter यह नहीं कर सकता है मैं थोड़ा के आसपास पूछ सकता है",hindi,Neutral
ham,Prüfen Sie wid corect speling dh Sarkasmus,german,Neutral
ham,Tu m'as dit que j'aurais pu être ta vraie Valentine et je ne l'ai pas été?,french,Negative
spam,Möchten Sie ein NEUES Video Telefon750 jederzeit jedes Netzwerk Minuten 150 Text für nur fünf Pfund pro Woche rufen Sie 08000776320 jetzt oder beantworten Sie für Lieferung morgen,german,Neutral
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",english,Negative
ham,मैं ने गलती से संदेश को मिटाया. कृपया फिर से भेजें.,hindi,Neutral
ham,J'ai l'impression que c'était si stupide que ça.,french,Neutral
ham,C'est é seulement 140 $ ard...É repos tous les ard 180 $ au moins...Ce qui est é prix 4 é 2 bedrm (900 $),french,Neutral
spam,"wir versuchten, Sie zu kontaktieren re Ihre Antwort auf unser Angebot eines neuen nokia fone und camcorder hit reply oder rufen 08000930705 für die Lieferung",german,Negative
spam,"Urgent! appelez le 09061749602 de Landline. Votre 4* Tenerife Holiday gratuit ou £10,000 en espèces attendent la collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",french,Positive
ham,"Jusqu'à 545 lor... ye, peut aller dîner ensemble 4...",french,Neutral
ham,"&lt;#&gt; , that's all? Guess that's easy enough",english,Positive
ham,MMMM... भाड़ में जाओ. मेरी क्रिसमस मेरे लिए,hindi,Neutral
ham,"Sorry, I'll call later",english,Negative
ham,Je ne te toucherai pas avec ta permission.,french,Neutral
ham,So when do you wanna gym?,english,Neutral
ham,बैटरी मेरे चाचा मिगन के लिए है.,hindi,Neutral
ham,Du bist ein großer Chic. Gewöhnlich. Declare,german,Positive
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,english,Positive
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",english,Negative
spam,Adulte 18 Contenu Votre vidéo sera bientôt avec vous,french,Neutral
ham,"मैं भी खाने के लिए कुछ पकड़ लेंगे, मुझे मैसेज जब आप केक में वापस आ रहे हैं",hindi,Neutral
ham,Espèce d'incroyable faglord,french,Neutral
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,english,Positive
ham,Lol its ok I didn't remember til last nite,english,Positive
ham,&lt;#&gt; w jetton ave si vous avez oublié,french,Neutral
ham,"Wie lange, bevor Sie Antwort erhalten, verschieben Sie einfach die Zulassung bis zum nächsten Semester",german,Negative
ham,Prepare to be pounded every night...,english,Neutral
ham,ठीक है कि अगर मैं हताश कर रहा हूँ मैं सिर्फ हाथ फोन और फिर से फोन करेंगे,hindi,Neutral
ham,"Si vous n'avez toujours pas ramassé la pâte, faites-le moi savoir pour que je puisse aller à l'endroit où je l'ai envoyé pour obtenir le numéro de contrôle.",french,Neutral
ham,"Sinon, j'aurai toutes sortes de choses drôles.",french,Neutral
spam,"Wan2 gagne un Meet+Greet avec Westlife 4 U ou un m8? Ils sont actuellement sur quelle tournée? 1)Unbreakable, 2)Untamed, 3)Unkempt. Texte 1,2 ou 3 à 83049. Coût 50p +std texte",french,Neutral
spam,"Je veux une bite! Mon mari est loin, j'ai besoin d'un vrai homme 2 me satisfaire. Txt WIFE à 89938 pour aucune action de cordes. (Txt STOP 2 fin, txt rec £1.50ea. OTBox 731 LA1 7WS. )",french,Negative
ham,Gibbs unsold.mike hussey,german,Neutral
ham,अमरीकी अब मुझे फोन कर सकते हैं...,hindi,Neutral
ham,तो uudren पूछना uuuuumer... लेकिन मैं summfffick 2 से मिलने के लिए पता चलता है...,hindi,Neutral
ham,"हाँ, राजकुमारी.",hindi,Neutral
ham,"C'est cool, je veux te faire plaisir...",french,Positive
ham,Und wo ist das Stück?,german,Neutral
ham,Ich habe deine Nummer Gautham gesagt.,german,Neutral
spam,स्पैशल: हर प्रक के 1000 स्वरों से चुनें! यह साप्ताहिक स्वरों का खर्च उठाने के साथ एक उपभोग सेवा है 300p. यू. यू.,hindi,Neutral
