labels,text,lang,sentiment
ham,"Et c'est le problème. Vous vous promenez dans le ""julanaland"" ignorant ce qui se passe autour de vous. Je dis les mêmes choses constamment et ils vont d'une oreille et de l'autre pendant que vous partez faire tout ce que vous voulez faire. Ce n'est pas que vous ne savez pas pourquoi je suis contrarié--c'est que vous n'écoutez pas quand je vous dis ce qui va me contrarier.",french,negative
spam,"Hatten Sie Ihren Vertrag mobile 11 Mnths? Neueste Motorola, Nokia etc. alle GRATIS! Doppel Mins & Text auf Orange Tarife. TEXT JA für Rückruf, nein aus Aufzeichnungen entfernen",german,positive
spam,Ce message vous est apporté par GMW Ltd. et n'est pas connecté au,french,neutral
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),english,positive
ham,Ok then i will come to ur home after half an hour,english,positive
ham,Casthi ???? ???? Bargaya.,hindi,neutral
ham,"?? ??? ?????? ?? ??? ??? ?? ???? ??? ?? ?????? ???? ????? ??, ?? ?? ?????.",hindi,neutral
spam,Kostenlose Video-Kamera-Handys mit Halbpreis-Linie Vermietung für 12 mths und 500 Cross ntwk Minuten 100 txts. Rufen Sie MobileUpd8 08001950382 oder Call2OptOut/674,german,neutral
ham,??? ?? ???? ???? ???? ??... ?????? ???? ??... ??? ??? ???? ???? ?? ????? ??...,hindi,neutral
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,english,positive
ham,Hiya do u wie die hlday Bilder sah schrecklich in ihnen so nahm mo out! Wie ist das Lager Amrca Sache? Sprechen Sie bald Serena:),german,negative
ham,Ü still got lessons?  Ü in sch?,english,neutral
ham,???? ?????? ???? ???? ?? ???? ??. ???? ????? ?? ????? ??,hindi,neutral
ham,I'll reach in ard 20 mins ok...,english,neutral
ham,"Neva, es ist okay.",german,positive
ham,What u talking bout early morning? It's almost noon where your at!,english,neutral
ham,"Ich habe es bis zu einem Tee. Nicht sicher, welchen Geschmack",german,neutral
ham,"Bien sûr, Dieu vient de me mettre en attente.",french,neutral
ham,Peut aider u swoop en recueillant u de partout où d'autres oiseaux se rencontrent si vous voulez.,french,neutral
ham,Parce que j'étais dehors shopping wif darren jus maintenant n je l'ai appelé 2 demander wat present il wan lor. Puis il a commencé à deviner qui j'étais wif n il a finalement deviné darren lor.,french,neutral
ham,"Ich werde einen Blick auf die Bratpfanne werfen, falls es vielleicht billig ist oder ein Buch. Nein, das ist dumm, eine Bratpfanne ist nicht wahrscheinlich, ein Buch zu sein",german,negative
ham,M. votre pas mon vrai Valentin juste mon yo Valentin même tho u à peine jouer!!,french,neutral
ham,Yo dude guess who just got arrested the other day,english,negative
ham,??? Saru ?? ???? ?? ??? ???...,hindi,neutral
ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,english,negative
ham,Tu rends toujours les choses plus grandes qu'elles ne le sont.,french,neutral
ham,Ich verstehe Ihre Nachricht nicht.,german,neutral
ham,S..antha num corrct dane,english,neutral
ham,Das ist cool. Ich bin ein Gentleman und werde Sie mit Würde und Respekt behandeln.,german,positive
ham,how tall are you princess?,english,neutral
ham,"Guten Morgen, mein Großvater abgelaufen..so bin auf Urlaub heute.",german,neutral
ham,Izitt regnet immer noch?,german,neutral
spam,"Antworten Sie, um zu gewinnen £100 wöchentlich! Welchen professionellen Sport spielt Tiger Woods? Senden Sie STOP an 87239, um den Service zu beenden",german,negative
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,english,positive
ham,Das ist keine Mathematik.,german,neutral
ham,"Je l'ai fait, une tranche et une baguette.",french,neutral
ham,Wat's da model num of ur phone?,english,neutral
ham,?? Wamz ???? ??? ???? ??? ??. BLLLVLLLLLms ?? ?????? ?? ???? ???.,hindi,neutral
ham,???? ????? ?? ???? ??? ???...,hindi,neutral
ham,"Ich frage mich, wie du online kamst, meine Liebe? Warst du zum Netzcafé gegangen? Hast du dein Telefon aufgeladen bekommen? Warst du auf einem Freundesnetz? Ich denke an dich, Junge",german,neutral
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,english,positive
spam,"URGENT! Wir versuchen, Kontakt U. Todays Ziehung zeigt, dass Sie einen £800 Preis gewonnen haben GARANTEED. Rufen Sie 090500003091 von land line. Claim C52. Nur gültig12hrs",german,positive
ham,"Oh! Merde, j'ai pensé que c'était votre voyage! Looooool... Ça fait tellement plus de sens maintenant... *grins* et la référence du canapé était... Le lien ""dormez sur un canapé"" que vous m'avez envoyé... N'était-ce pas comme ça que vous avez fait votre voyage? Oh... Et votre bébé n'est pas allé avec vous pour cette célébration avec vos loyers?",french,positive
ham,??? ? ??? ?? ????? ????????? ?? ??? ??...,hindi,neutral
ham,"Mein schmerzlicher persönlicher Gedanke: ""Ich versuche immer, jeden glücklich zu halten, aber niemand erkennt mich, wenn ich allein bin.""",german,neutral
ham,Papa va te faire hurler avec plaisir! Je vais te gifler le cul avec ma bite!,french,neutral
ham,"Hyye, ???? ?? ?? ???? ???? ??? ???? ???? ?? ???? ??? ???, ???????. ?? ???? ??????? ??? ?? ??? ???? ?????? ?? ???? ??, ??? ???? ???? ????? ?? ?? 4 ?? ?? sc ?? ?? ?? sc ???? ????? ??.",hindi,neutral
ham,"Non, laissez-moi faire les maths.",french,neutral
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,english,positive
ham,Dear good morning now only i am up,english,positive
ham,Oh et au fait vous avez plus de nourriture dans votre frigo! Vous voulez aller manger ce soir?,french,neutral
ham,"Es ist schlimmer, wenn er die Hälfte des Weges benutzt, dann hört auf. Es ist besser für ihn, es zu vollenden.",german,negative
ham,Then she dun believe wat?,english,neutral
ham,"I've got  &lt;#&gt; , any way I could pick up?",english,neutral
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",english,positive
ham,"Sorry komplett vergessen * wird em rund um diese Woche, wenn Sie noch hier?",german,negative
ham,"La réponse est une des armes puissantes 2 occuper une place dans les autres 'HEART'... Donc, toujours donner réponse 2 qui se soucie 4 U""... Gud nuit..swt rêves..veuillez prendre soin",french,positive
ham,K k pa a déjeuné aha.,french,neutral
ham,???? ?????!,hindi,neutral
ham,Shall i come to get pickle,english,neutral
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,english,negative
spam,"?????? ???, ?? ???, ??? ??... ???. ?????? ???, ??? ?????? ?? ???? ????? ?? ??? ???????? ??? ???? ?? ????? ???? ??? 08783040 (10/ ??). 2 ????? ?? ??? ??? 08746062424",hindi,neutral
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,english,positive
ham,"La raison pour laquelle je ne suis là qu'au moment où il est temps de fumer, c'est qu'à cause de l'essence, je ne peux me permettre d'être là que quand quelqu'un me dit d'être et que cela arrive apparemment seulement quand quelqu'un veut s'allumer.",french,positive
ham,Ok can...,english,positive
ham,"??? ??? ???? ???? ??, ?? ???? ?? ??.",hindi,neutral
spam,"?? ????? ?? ???? ??? ???? ????? ??, ??? ???? ?? ?? ???? ?? ?",hindi,neutral
ham,Félicitations! Traitez pendant.Je ne suis pas sur la poste pendant 2 jours.ll mail une fois par l'intermédiaire de.Respect mère à la maison.check mails.,french,neutral
ham,???. ?? ?? ??????? ???? ??. ?:-),hindi,neutral
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,english,positive
ham,Ich werde dich auch im Bett verwöhnen :),german,positive
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",english,positive
ham,"Gute Reise, keine Panik, ergebt euch.",german,neutral
ham,U dun sagen so früh... U c schon dann sagen...,german,neutral
ham,U dun say so early hor... U c already then say...,english,neutral
ham,"Wir kennen TAJ MAHAL als Symbol der Liebe. Aber die anderen weniger bekannten Fakten 1. Mumtaz war Shahjahans vierte Frau, von seinen 7 Ehefrauen. 2. Shahjahan tötete Mumtaz' Ehemann, um sie zu heiraten. 3. Mumtaz starb in ihrer &lt;#&gt; th Lieferung. 4. Er heiratete dann Mumtaz' Schwester. Frage stellt sich, wo die Hölle die LIEBE ist?:----The Great Hari-",german,negative
ham,"Awesome, text me when you're restocked",english,positive
ham,Dont think so. It turns off like randomlly within 5min of opening,english,positive
ham,Oh ho. Is this the first time u use these type of words,english,neutral
ham,Am slow in using biola's fne,english,neutral
ham,Habe ich einen Babysitter für Kaitlyn gefunden? Ich war krank und schlief gestern den ganzen Tag.,german,negative
ham,Das ist meine Nummer von vivek..,german,neutral
ham,At WHAT TIME should i come tomorrow,english,neutral
ham,Please tell me you have some of that special stock you were talking about,english,positive
ham,"Schöne Wahrheit gegen Schwerkraft.. Lesen Sie sorgfältig: ""Unser Herz fühlt sich leicht, wenn jemand darin ist.. Aber es fühlt sich sehr schwer, wenn jemand es verlässt.."" GUTE NACHT",german,neutral
ham,??. ??.,hindi,neutral
ham,Wir haben Hook für einen Spaziergang toaday und ich fiel über! Splat! Grazed meine Knie und alles! Hätte zu Hause bleiben! Wir sehen uns morgen!,german,neutral
ham,Moi très bien..absoluement bien.,french,neutral
ham,Tu veux y aller?,french,neutral
ham,??? ?? 4 ???? ???? ? ??? ???.,hindi,neutral
ham,??? ??? ?? ????? ???? ??? ????? ????? ???? ??? ?? ???? ???? ????? ?????. ???? ??? ?? ????? ???? ??? ?? ????? ??.,hindi,neutral
ham,Ya:) geht für Restaurant..,german,neutral
ham,"???? ??? ??. ?? ?????? ???? ?? ????? ??? ??? ???? ???? ?? ????, ?? ??? ?? ??? ??? ????? ????? ???. ??????? ???? ?? ???? ????? ???? ??.",hindi,neutral
ham,"G says you never answer your texts, confirm/deny",english,neutral
ham,I.ll post her out l8r. In class,english,neutral
ham,?? ?? ?????? ?? ?? ???? ?? ???? ??,hindi,neutral
ham,??? ?? ?????/ ?? ??? ??? ??? ?? ???? ???. ?????? nama na nytttytttyum,hindi,neutral
spam,You have 1 new message. Please call 08718738034.,english,positive
ham,JAN WN al le poste de la glace est en vacances donc elle va en fr le poste de la glace...,french,neutral
ham,"Appelez-moi, je ne peux pas caler, on rencontre Bhaskar, et profond.",french,neutral
ham,"Ich habe nicht im Obstgarten im Auto meines Vaters gesessen, um jetzt 4 Abendessen zu gehen, also sind sie heute Abend frei?",german,neutral
spam,"Wann2 PREGEAC+GENT 4 ?? ?? m8? ?? ??????? ??? ??? ?? ?????? ?? ???? 1) ???????, 2) ?????????, 3) ??? 1,2 ?? 33049 ?? ???.",hindi,neutral
ham,Mm j'ai eu ma nourriture da de dehors,french,neutral
ham,Mmmmmmmm * ?? ??? ? ??? ?? * * ???? ???? ?? *... * ??? ?????? ?? ?? ????? ???? ??? ???? ?? ?? ??? ??? ??????? ?? ???? ?? ???? ???...,hindi,neutral
ham,Personne ne peut décider où manger et papa veut chinois,french,neutral
ham,??? ??????? ??? ??? ??... ???? ????,hindi,neutral
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,english,positive
spam,"Skecents! ??? 3650 ?????? ????? ??? ???? ??? ?? 090663824 ???? ?? ???? ?? 150 mmam ??? 16+ 300603 ""CM44 ""?? ???"" ????? W1N3 L1NXXX",hindi,neutral
spam,???? 1778 ?? ??? ???? ????? - ?????,hindi,neutral
ham,Je suis à la station de gaz.,french,neutral
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",english,negative
ham,Est-ce que tu as déjà une chanson coincée dans ta tête sans raison et elle ne disparaîtra pas jusqu'à ce que tu l'écoutes comme 5 fois?,french,neutral
spam,"BRELASTTETHEESTHET266555 ??? ?? ?? ????? ?????? ?? ??? ???? ?? ??? ?? ????? ?????? ?? ??? ???? ?? ???, ?? ?? 20005CHHH+oHTHARTHARTH 18+ ???? ???? ?? ???",hindi,neutral
ham,Prabha..i'm soryda..realy..frm heart i'm sory,english,positive
ham,???? ????? ?? ????? ?? ???? ??? ???? ??? ??? ?? ??? ??? ?? ????? ???? ?? ??? ?? ??? ??? ??? uue2 ?? ?????. ????2worels ?? ?? ???? ?? ?? ??? ?? ???,hindi,neutral
ham,Kay... puisque nous sommes déjà sortis,french,neutral
ham,I need details about that online job.,english,neutral
ham,Pas encore chikku..wat abt u?,french,neutral
ham,????? ??. ??????? ???? ?? ?? ??? ???? ??? ????? ??? ???? ??? ??? ???? ????? ?? ???? ????? ?? ??? ????? ???? ???...,hindi,neutral
ham,"1) Aller à écrire msg 2) Mettre sur le mode dictionnaire 3) Couvrir l'écran avec la main, 4)Press &lt;#&gt;. 5)Gently supprimer Ur main.. Son intéressant..:)",french,neutral
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,english,positive
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",english,positive
ham,???? ???? ?????? ???? ?? uddlk ???. ??? ???? ?? ????? ?????? &gt;#gt; ??? ???? ?? ??? ???????? ?? 2 ?????? ???. ???? ?? ??? ????????? ????.,hindi,neutral
ham,Trop tard. J'ai dit que j'avais le site Web. Je n'avais pas ou je n'avais pas les chaussons,french,negative
ham,"Ich danke Ihnen so sehr für alles, was Sie mit Selbstlosigkeit tun. Ich liebe Sie viel.",german,neutral
ham,???? ??? ??? ???? ???? ?? ??? ?? ???? ???? ??,hindi,neutral
ham,u ???? ?? ??????? ?? ?? ?? ???? ??? ?? ?? ??? ???? ?? ???? ??? ?? ?? ????? ???????? ???? ???? ?? ????!,hindi,neutral
ham,"Bonsoir, comment allez-vous?",french,neutral
spam,"En tant que client apprécié de Vodafone, notre ordinateur vous a choisi pour gagner un prix de £150. Pour collecter est facile. Il suffit d'appeler 09061743386",french,neutral
ham,"Ja, es ist noch ein bisschen übrig, ich komme morgen vorbei, wenn ich aufstehe.",german,neutral
ham,Tell me again what your address is,english,neutral
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,english,positive
ham,Oh wow das ist schwul. Wird Firmware-Update-Hilfe,german,positive
ham,"Ich bin so verliebt in dich. Ich bin jeden Tag aufgeregt, den ich mit dir verbringe.",german,neutral
spam,"GRATIS GAME. Erhalten Sie Rayman Golf 4 GRATIS aus der O2 Spiele Arcade. 1. erhalten UR-Spiele Einstellungen. Antworten Sie POST, dann speichern & activ8. Drücken Sie 0 Schlüssel für Arcade. Termsapply",german,positive
ham,Je me demande juste ce que tu fais en ce moment?,french,neutral
spam,Gratuit msg: Single? Trouvez un partenaire dans votre région! 1000s de personnes réelles attendent de discuter maintenant!Envoyez CHAT à 62220Cncl envoyer STOPCS 08717890890£1.50 par msg,french,neutral
ham,"Ich habe sie nicht geschickt, er kann mich schicken.",german,neutral
ham,Ok lor... ou tu veux que j'aille chercher 4 u?,french,positive
spam,TBS/PERSSOVO ?? ??? ?? ????? ???? ???? ???. Case38 ?? ??? ??????? ??? ?? ???? ??????? ?? ??? ?? ??????? ???? ??. ?? ?????? ?????????? ??????. ????? ?????.,hindi,neutral
spam,Je suis chaud n horny et je veux vivre local pour vous - text une réponse pour entendre strt retour de moi 150p par msg Netcollex LtdAideDesk: 02085076972 réponse Stop to end,french,negative
ham,??? ???? ?? ?????? ?? ???? ??? ?? ?? ???? ???. ??? ??? ????? ??????,hindi,neutral
ham,No dear i do have free messages without any recharge. Hi hi hi,english,positive
ham,???? ??? ?? ???? ???? ???? gobddbardb. ??????? ?? ??? ??? ?? ???? ?? ???? ??? ?? Wiz Dyymoc? ?? Wiz ??? ???? ?? ?? ????? ?? ????,hindi,neutral
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",english,positive
ham,???? ???. ?? ????? ???.,hindi,neutral
ham,Pas étonnant... parce que j'ai vu une voiture d'argent... mais j'ai vu une noire...,french,neutral
ham,"Papa, shu shu a l'air de 4 u... tu veux que je lui dise que tu n'es pas en singapour ou en wat?",french,neutral
spam,"?????? ????? 80731 ?? ??? ??? ""????""? ??? ?? ?????? ?? ??? ???? ????? ??? 082727011 ???? ?????.50/wk.",hindi,neutral
ham,"Hey, wie sieht der Plan aus?",german,neutral
spam,Verdoppeln Sie Ihre Minuten & txts auf Orange oder 1/2 Preis linerental - Motorola und SonyEricsson mit B / Tooth FREE-Nokia Kostenlose Anruf MobileUpd8 auf 08000839402 or2optout / HV9D,german,neutral
ham,"Wie viele Lecks braucht es, um ins Zentrum eines Tootsie-Pops zu kommen?",german,neutral
ham,"Weißt du, was ich gerade fallen gelassen habe?",german,negative
ham,?? ???? ??????? :),hindi,positive
ham,Have you got Xmas radio times. If not i will get it now,english,neutral
ham,Sent me ur email id soon,english,neutral
ham,Does not operate after  &lt;#&gt;  or what,english,neutral
ham,Niemals Schuld an einem Tag im Leben ur. Gute Tage geben u Glück. Schlechte Tage geben u Erfahrung. Beide sind wesentlich im Leben! Alle sind Gottes Segen! Guten Morgen.:,german,neutral
ham,Merci d'avoir veillé sur moi.,french,neutral
ham,??? ????? ???. ?? ???? ???? ??? ???,hindi,neutral
spam,???? ????? ?? ????? ?? ???? ???? ?? ??? 2 ?????? ??? ????? ?????????. ??. ??. ??.,hindi,neutral
ham,??? ?????????? ?? ?????,hindi,neutral
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,english,positive
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,english,positive
spam,"SVAVAT! ???? 2004 ????????? ??? ??? ??? ?? ?? 07749966 mideidemed ??????? ?? ?????? ??. ?? ???? ???? ?? ???, 0.8719928848 ?????????? ???: 45299999",hindi,neutral
ham,Nein da..heute habe ich auch vergessen..,german,neutral
spam,?????: ???? ?? ??????? ???? ???? ?? ?? ?????? ?? ?? ??? ???? ??????? ???? ???? ??. ???? ?? http://unds.My. tv/ ??????? ???? ??????? ?? ??? ???? ?? ???.,hindi,neutral
spam,"Sehr geehrter Gutscheininhaber, Um dieses Wochenangebot in Anspruch zu nehmen, gehen Sie auf Ihrem PC bitte unter http://www.e-tlp.co.uk/expressoffer Ts&Cs. Um Texte zu stoppen, txt STOP bis 80062",german,negative
ham,Networking technical support associate.,english,positive
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",english,positive
ham,Le nom de la rue de Wat?,french,neutral
spam,"Vous avez été sélectionné pour séjourner dans 1 des 250 meilleurs hôtels britanniques - FOR NOTHING! Holiday Worth £350! Pour réclamer, appelez Londres 02072069400. Bx 526, SW73SS",french,negative
ham,?? ??? ?? ?? ?????? ?? ?? ??? ??? ???? drrrarth ??? ???,hindi,neutral
ham,Xy essayant de smth maintenant. U manger déjà? Nous n'avons pas...,french,neutral
ham,"Désolé, je t'appelle plus tard.",french,negative
ham,"Ok u kann mich einkaufen, wenn du bezahlt wirst =D",german,positive
ham,??? 4 ????? ?? ???? ?? ?? ??? ??? ???? ?????? ?? ?? ?? ???? ??? ??? 2 ????? ?????.,hindi,neutral
ham,sk ???? ??? ??? ??? ? ?- ??? ????? ???? ???...,hindi,neutral
ham,Je serai à mu en quelques secondes comme &lt;#&gt;,french,neutral
ham,?? ??...,hindi,neutral
ham,Si vous entendez un grand cri au sujet de &lt;#&gt; minutes sa cause mon Gyno poussera des choses qui ne m'appartiennent pas :/,french,positive
ham,Um wie viel Uhr geht's?,german,neutral
ham,C'est toi que j'ai dit que c'était mauvais que toutes les filles sachent que...,french,neutral
ham,"Désolé, je t'appelle plus tard.",french,negative
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,english,neutral
ham,C'est à quelle heure que tu veux que je vienne?,french,neutral
ham,Olol j'ai imprimé un post de forum par un gars avec le même problème qui a été corrigé avec un remplacement de gpu. Espérons qu'ils n'ignorent pas cela.,french,neutral
ham,Hast du irgendwelche Abneigungen im Bett?,german,neutral
ham,?? ?? ?????? ?? ????? ????? ??? ??,hindi,neutral
ham,Je prends une demi-journée de congé car je ne suis pas bien.,french,neutral
ham,Hermamuc ???? ??? ?? ?? ucuts ???? ???? ?? ?? ?? bot ??? ???? ??... U ???? ???? ???? ??. ??? ??? ???? ???? ??? ?? ???? ???? ?? ???? ?? ?? ??4 ?? ???? ????? ??. ?? ?? ???? ???? ?? ??? ?????,hindi,neutral
ham,"Ok, ich sehe auch fern.",german,neutral
ham,Tomarrow final hearing on my laptop case so i cant.,english,neutral
ham,Où as-tu passé le test?,french,neutral
ham,"Pls schränkt sie nicht vom Essen ein, das sie für die nächsten zwei Tage mag.",german,negative
ham,Je dois rentrer chez moi par moi-même.,french,neutral
ham,"Heureux ou triste, une chose sur le passé est- ""Son plus"" BON MORNING :-):-).",french,neutral
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then...,english,positive
spam,08714712388 entre 10h et 19h Coût 10p,french,neutral
ham,I liked the new mobile,english,positive
ham,Okemuumu 4 ??? ???? ?? ???? ???? ??.,hindi,neutral
ham,Mais c'est sur ebay que ça pourrait être moins ailleurs.,french,neutral
ham,?? ???? ???? ??? ???? ????? ???? 2 ?? ????. Jauththi 4. Laki. Lacuti. Altriri.. leprepid. meped.,hindi,neutral
ham,"Indianer r arm, aber Indien ist kein armes Land. Sagt einer der Schweizer Bankdirektoren. Er sagt, dass "" &lt;#&gt; lac crore"" von indischem Geld in Schweizer Banken hinterlegt wird, die für'steuerlose' Budget für &lt;#&gt; Yrs verwendet werden können. Kann &lt;#&gt; Crore Jobs an alle Inder geben. Von jedem Dorf zu Delhi 4 Lane Straßen. Für immer freie Macht suply zu mehr als &lt;#&gt; soziale Projekte. Jeder Bürger kann monatlich erhalten &lt;#&gt; /- für &lt;#&gt; Yrs. Keine Notwendigkeit der Weltbank &amp; IWF-Darlehen. Denken Sie, wie unser Geld von reichen Politikern blockiert wird. Wir haben volle Rechte gegen korrupte Politiker. Itna weiter karo ki pura INDIA padhe.g.m.""",german,negative
ham,??? ?? ???: ???? ???? ??? ???? ??? ???? ???,hindi,neutral
ham,:( aber Ihr nicht hier....,german,negative
ham,???? ???? ?? ???? ?? ??? ???? ?????? ?? ???? ????? ?????,hindi,neutral
ham,"Kaffeekuchen, ich schätze...",german,neutral
ham,"Kennen Sie jemanden &lt;#&gt; oder sonst in der Lage, Schnaps zu kaufen? Unser Kerl flatterte und jetzt, wenn wir nicht bekommen, dass jemand seine nur 4 Lok die ganze Nacht",german,negative
ham,"Ich hatte auch eine gute Zeit. Es ist schön, etwas anderes mit meinen Wochenenden für eine Abwechslung zu tun. Bis bald",german,neutral
ham,"Hallo. Verdammt diese Weihnachts-Sache. Ich denke, ich habe beschlossen, diese mp3, die nicht funktioniert zu halten.",german,negative
ham,Thanks for picking up the trash.,english,positive
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,english,positive
ham,"????-Mid ?? ????, coz ???? ?? ????? ?? ?? ?? ?? &l;#gt; ?? ?????. ????????? ?????? ?? ??? ??? ??? ????? ?????? ??? ?? ???? ??? ??, ??? ????????.",hindi,neutral
ham,Are you this much buzy,english,neutral
ham,Que pases un buen tiempo ou quelque chose comme ça,french,neutral
ham,"Attends que ce n'est pas tout à fait clair, n'étais-tu pas sûr que je sois sarcastique ou que c'est pourquoi x ne veut pas vivre avec nous",french,negative
ham,"Können Sie bitte macho fragen, was seine Preisspanne ist, will er etwas Neues oder verwendet plus es er nur interfued in der Brombeere fetten &lt;#&gt; oder jede bb",german,neutral
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt auf Orange Vertrag. Rufen Sie MobileUpd8 auf 08000839402 oder rufen 2optout,german,positive
spam,?? ?? ?? ?????? ???? ?? ????? ?? ?? ?????? ??? 750 ???? ?? ??? ?? ?????? ??? ?? ???????? ?? ??? ???? ???? ?? ???? ?? ????? ??......??? ?? ??? ???? ?? ??????? Trequatetete Catetetete Catetetetetetetetetetete ???? ?? ???800030405,hindi,neutral
spam,Sehr geehrter Gutscheininhaber Haben Sie Ihre nächste Mahlzeit auf uns. Verwenden Sie den folgenden Link auf Ihrem pc 2 genießen Sie ein 2 4 1 Esserlebnishttp://www.vouch4me.com/etlp/essing.asp,german,neutral
ham,IM FANTENTENTENT?,hindi,neutral
ham,Les crampes se sont arrêtées.,french,neutral
ham,Du hast mein Facebook nicht gesehen?,german,neutral
ham,"Génial, je sais quand tu es là.",french,neutral
ham,Wat uniform? In where get?,english,neutral
ham,"U wana pei bf oso rite... K lor, d'autres jours den...",french,neutral
ham,???? ???? ?? ?? ?? ?? ???? ??? ?? ??? ??? ??? ?? ?? ?? ??? ???? ?? ?? ?? ????? ??? ?? ??? ??? ?? ??????? ?? ??? ??? ??? ???? ???.,hindi,neutral
ham,Ich hatte u eine Frage einige Stunden zuvor. Seine Antwort,german,neutral
ham,"Oh, scheiß drauf, ich tauche um, um zu eva zu kommen.",german,neutral
spam,3. You have received your mobile content. Enjoy,english,positive
ham,Okkm ????? ?? ????,hindi,neutral
ham,Bbq dieser saß bei mir aus 6ish. Ur willkommen 2 kommen,german,neutral
ham,"???, ???? ??????? ????? ??... ???? ??, ??? ?? ??? ???, uzhht ??? ???? ???? ?? ???? ???? ?? ??? ???... ?? ???? ?? ????? ?? ????",hindi,neutral
ham,??? ???? ?? ????? ?? ????. ?? ???? ??. ?????? ?? ???? ????? ???? ??. ???? ???? ?? ???? ????? ??; ???? ???? ??. ?? ?????? ??? ???. ??? ?????? ?? ???? ?????.,hindi,neutral
ham,"J'ai perdu 4 livres depuis ma visite à la fac la semaine dernière, je vais fêter ça en me farcissant le visage!",french,neutral
ham,Haf u eaten? Wat time u wan me 2 come?,english,neutral
ham,"Mein Onkel hat mir gerade mitgeteilt, dass er die Schule direkt bezahlt.",german,negative
ham,Où est-il? Y a-t-il une ouverture pour Mca.,french,neutral
ham,??? ???? ?? ?? ??? ???? ?? ????. ???? ???? ?? ?? ??? ??? ???? ?? ??? ???. ???? ????????? ???? ??? ???? uu ???? ??? ????,hindi,neutral
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",english,positive
ham,"7 Wunder in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Persönlichkeit 3rd Ur Nature 2nd Ur SMS und 1. ""Ur Lovely Friendship""... guten Morgen",german,positive
ham,"Je continue à voir des trucs bizarres et à être tout ""woah"" puis à réaliser que c'est vraiment raisonnable et je suis tout ""oh""",french,negative
ham,Pls she needs to dat slowly or she will vomit more.,english,positive
ham,"Non, on fait la fête 7 jours par semaine et on étudie à la légère, je pense qu'on doit dessiner des cases personnalisées pour qu'ils sachent qu'on est hardcore",french,neutral
spam,Nouveau TEXTBUDDY Chat 2 gars excités dans la zone ur 4 juste 25p Gratuit 2 recevoir Search postcode ou sur gaytextbuddy.com. TXT ONE nom à 89693,french,neutral
ham,Bonjour belle r u ok? J'ai une sorte d'annonce une rangée wiv et il est sorti du pub?? Je voulais une nuit wiv u Miss u,french,negative
ham,At home watching tv lor.,english,neutral
ham,"Soyez heureux, je viendrai après midi.",french,neutral
spam,"????????? ????????! ?????? ???????, ????- ????????? ? ???????????? ??? ??????! ??? ????? ??.??.??.8,00099998 ?? ??? ????",hindi,neutral
ham,Papa me demande si je confirme que...,french,neutral
ham,Are you free now?can i call now?,english,positive
ham,Je ne peux pas choisir le téléphone tout de suite.,french,negative
